11.1480 	WARNING 	User requested fullscreen with size [1680 1050], but screen is actually [1920, 1080]. Using actual size
17.9742 	EXP 	Created instr_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instr_txt', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text="PREP INSTRUCTIONS \n\n準備好請按 '1' ", units='height', win=Window(...), wrapWidth=1)
17.9756 	EXP 	Created prep_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='prep_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.9936 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
18.0015 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
18.0073 	EXP 	Created trial_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='trial_fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
18.0082 	EXP 	Created prep_instr_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='prep_instr_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.0167 	EXP 	Created target_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='target_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
18.0263 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
18.0300 	EXP 	Created trial_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='trial_fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
18.0350 	EXP 	Created rest_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='rest_txt', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='休息', units='height', win=Window(...), wrapWidth=1)
18.0409 	EXP 	Created end_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Songti SC', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='end_txt', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='實驗完成', units='height', win=Window(...), wrapWidth=1)
18.0471 	EXP 	trigger_txt: autoDraw = True
18.6986 	DATA 	Keypress: s
18.7132 	EXP 	trigger_txt: autoDraw = False
18.7132 	EXP 	instr_txt: autoDraw = True
19.4641 	EXP 	Created sequence: random, trialTypes=1, nReps=8, seed=None
19.4643 	EXP 	New trial (rep=0, index=0): None
19.6237 	DATA 	Keypress: 1
19.6256 	EXP 	instr_txt: autoDraw = False
19.6256 	EXP 	prep_instr: height = 0.1
19.6256 	EXP 	prep_instr: height = 0.1
19.6256 	EXP 	prep_instr: height = 0.1
19.6256 	EXP 	prep_instr: text = '2-Back'
19.6256 	EXP 	target: image = 'nback_stimuli/BP_002_BP10_BA.png'
19.6256 	EXP 	prep_instr: autoDraw = True
19.6256 	EXP 	target: autoDraw = True
22.0822 	EXP 	Imported trialTypes.xlsx as conditions, 10 conditions, 8 params
22.0827 	EXP 	Created sequence: sequential, trialTypes=10, nReps=1, seed=None
22.0829 	EXP 	New trial (rep=0, index=0): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_002_BP10_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
22.0886 	EXP 	prep_instr: autoDraw = False
22.0886 	EXP 	target: autoDraw = False
22.0886 	EXP 	image: image = 'nback_stimuli/BP_002_BP10_BA.png'
22.0886 	EXP 	image: autoDraw = True
23.2474 	DATA 	Keypress: 2
23.9952 	EXP 	image: autoDraw = False
23.9952 	EXP 	trial_fixation: autoDraw = True
24.4786 	EXP 	New trial (rep=0, index=1): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_001_BP1_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
24.4954 	EXP 	trial_fixation: autoDraw = False
24.4954 	EXP 	image: image = 'nback_stimuli/BP_001_BP1_BA.png'
24.4954 	EXP 	image: autoDraw = True
25.0463 	DATA 	Keypress: 2
26.4946 	EXP 	image: autoDraw = False
26.4946 	EXP 	trial_fixation: autoDraw = True
26.9781 	EXP 	New trial (rep=0, index=2): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_006_BP2_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
27.3990 	EXP 	trial_fixation: autoDraw = False
27.3990 	EXP 	image: image = 'nback_stimuli/BP_006_BP2_BA.png'
27.3990 	EXP 	image: autoDraw = True
27.8301 	DATA 	Keypress: 1
28.9941 	EXP 	image: autoDraw = False
28.9941 	EXP 	trial_fixation: autoDraw = True
29.4777 	EXP 	New trial (rep=0, index=3): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_001_BP1_BA.png', 'TargetType': 'target', 'CorrectResponse': 'target', 'StimType': 'Body', 'BlockType': '2-Back'}
29.4945 	EXP 	trial_fixation: autoDraw = False
29.4945 	EXP 	image: image = 'nback_stimuli/BP_001_BP1_BA.png'
29.4945 	EXP 	image: autoDraw = True
30.0466 	DATA 	Keypress: 2
31.4938 	EXP 	image: autoDraw = False
31.4938 	EXP 	trial_fixation: autoDraw = True
31.9774 	EXP 	New trial (rep=0, index=4): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_005_BP19_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
32.0828 	EXP 	trial_fixation: autoDraw = False
32.0828 	EXP 	image: image = 'nback_stimuli/BP_005_BP19_BA.png'
32.0828 	EXP 	image: autoDraw = True
32.4622 	DATA 	Keypress: 2
33.9930 	EXP 	image: autoDraw = False
33.9930 	EXP 	trial_fixation: autoDraw = True
34.4768 	EXP 	New trial (rep=0, index=5): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_003_BP16_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
34.5901 	EXP 	trial_fixation: autoDraw = False
34.5901 	EXP 	image: image = 'nback_stimuli/BP_003_BP16_BA.png'
34.5901 	EXP 	image: autoDraw = True
35.0619 	DATA 	Keypress: 2
36.4922 	EXP 	image: autoDraw = False
36.4922 	EXP 	trial_fixation: autoDraw = True
36.9760 	EXP 	New trial (rep=0, index=6): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_006_BP2_BA.png', 'TargetType': 'lure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
36.9926 	EXP 	trial_fixation: autoDraw = False
36.9926 	EXP 	image: image = 'nback_stimuli/BP_006_BP2_BA.png'
36.9926 	EXP 	image: autoDraw = True
37.4946 	DATA 	Keypress: 2
38.9919 	EXP 	image: autoDraw = False
38.9919 	EXP 	trial_fixation: autoDraw = True
39.4755 	EXP 	New trial (rep=0, index=7): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_004_BP18_BA.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
39.4923 	EXP 	trial_fixation: autoDraw = False
39.4923 	EXP 	image: image = 'nback_stimuli/BP_004_BP18_BA.png'
39.4923 	EXP 	image: autoDraw = True
40.0452 	DATA 	Keypress: 1
41.4913 	EXP 	image: autoDraw = False
41.4913 	EXP 	trial_fixation: autoDraw = True
41.9746 	EXP 	New trial (rep=0, index=8): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_005_BP19_BA.png', 'TargetType': 'lure', 'CorrectResponse': 'nontarget', 'StimType': 'Body', 'BlockType': '2-Back'}
41.9915 	EXP 	trial_fixation: autoDraw = False
41.9915 	EXP 	image: image = 'nback_stimuli/BP_005_BP19_BA.png'
41.9915 	EXP 	image: autoDraw = True
43.1767 	DATA 	Keypress: 2
43.9905 	EXP 	image: autoDraw = False
43.9905 	EXP 	trial_fixation: autoDraw = True
44.4746 	EXP 	New trial (rep=0, index=9): {'Run': 1, 'Block': 1, 'Weight': 1, 'Stimulus': 'BP_004_BP18_BA.png', 'TargetType': 'target', 'CorrectResponse': 'target', 'StimType': 'Body', 'BlockType': '2-Back'}
44.4906 	EXP 	trial_fixation: autoDraw = False
44.4906 	EXP 	image: image = 'nback_stimuli/BP_004_BP18_BA.png'
44.4906 	EXP 	image: autoDraw = True
46.4900 	EXP 	image: autoDraw = False
46.4900 	EXP 	trial_fixation: autoDraw = True
47.1113 	EXP 	trial_fixation: autoDraw = False
47.1113 	EXP 	prep_instr_2: height = 0.1
47.1113 	EXP 	prep_instr_2: height = 0.1
47.1113 	EXP 	prep_instr_2: height = 0.1
47.1113 	EXP 	prep_instr_2: text = '0-Back'
47.1113 	EXP 	target_2: image = 'nback_stimuli/FC_001_M1.png'
47.1113 	EXP 	prep_instr_2: autoDraw = True
47.1113 	EXP 	target_2: autoDraw = True
49.5917 	EXP 	Imported trialTypes.xlsx as conditions, 10 conditions, 8 params
49.5924 	EXP 	Created sequence: sequential, trialTypes=10, nReps=1, seed=None
49.5928 	EXP 	New trial (rep=0, index=0): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_005_M3.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
49.7059 	EXP 	prep_instr_2: autoDraw = False
49.7059 	EXP 	target_2: autoDraw = False
49.7059 	EXP 	image: image = 'nback_stimuli/FC_005_M3.png'
49.7059 	EXP 	image: autoDraw = True
51.4889 	EXP 	image: autoDraw = False
51.4889 	EXP 	trial_fixation: autoDraw = True
51.9722 	EXP 	New trial (rep=0, index=1): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_001_M1.png', 'TargetType': 'target', 'CorrectResponse': 'target', 'StimType': 'Face', 'BlockType': '0-Back'}
51.9890 	EXP 	trial_fixation: autoDraw = False
51.9890 	EXP 	image: image = 'nback_stimuli/FC_001_M1.png'
51.9890 	EXP 	image: autoDraw = True
53.9878 	EXP 	image: autoDraw = False
53.9878 	EXP 	trial_fixation: autoDraw = True
54.4717 	EXP 	New trial (rep=0, index=2): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_003_M2.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
54.4932 	EXP 	trial_fixation: autoDraw = False
54.4932 	EXP 	image: image = 'nback_stimuli/FC_003_M2.png'
54.4932 	EXP 	image: autoDraw = True
56.4875 	EXP 	image: autoDraw = False
56.4875 	EXP 	trial_fixation: autoDraw = True
56.9710 	EXP 	New trial (rep=0, index=3): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_004_F2.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
57.0854 	EXP 	trial_fixation: autoDraw = False
57.0854 	EXP 	image: image = 'nback_stimuli/FC_004_F2.png'
57.0854 	EXP 	image: autoDraw = True
58.9866 	EXP 	image: autoDraw = False
58.9866 	EXP 	trial_fixation: autoDraw = True
59.4703 	EXP 	New trial (rep=0, index=4): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_004_F2.png', 'TargetType': 'lure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
59.4872 	EXP 	trial_fixation: autoDraw = False
59.4872 	EXP 	image: image = 'nback_stimuli/FC_004_F2.png'
59.4872 	EXP 	image: autoDraw = True
61.4861 	EXP 	image: autoDraw = False
61.4861 	EXP 	trial_fixation: autoDraw = True
61.9700 	EXP 	New trial (rep=0, index=5): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_001_M1.png', 'TargetType': 'target', 'CorrectResponse': 'target', 'StimType': 'Face', 'BlockType': '0-Back'}
61.9866 	EXP 	trial_fixation: autoDraw = False
61.9866 	EXP 	image: image = 'nback_stimuli/FC_001_M1.png'
61.9866 	EXP 	image: autoDraw = True
62.9556 	DATA 	Keypress: 1
63.9858 	EXP 	image: autoDraw = False
63.9858 	EXP 	trial_fixation: autoDraw = True
64.4695 	EXP 	New trial (rep=0, index=6): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_006_F3.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
64.4921 	EXP 	trial_fixation: autoDraw = False
64.4921 	EXP 	image: image = 'nback_stimuli/FC_006_F3.png'
64.4921 	EXP 	image: autoDraw = True
64.9044 	DATA 	Keypress: 2
66.4849 	EXP 	image: autoDraw = False
66.4849 	EXP 	trial_fixation: autoDraw = True
66.9688 	EXP 	New trial (rep=0, index=7): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_006_F3.png', 'TargetType': 'lure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
66.9852 	EXP 	trial_fixation: autoDraw = False
66.9852 	EXP 	image: image = 'nback_stimuli/FC_006_F3.png'
66.9852 	EXP 	image: autoDraw = True
67.5718 	DATA 	Keypress: 2
68.9846 	EXP 	image: autoDraw = False
68.9846 	EXP 	trial_fixation: autoDraw = True
69.4680 	EXP 	New trial (rep=0, index=8): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_003_M2.png', 'TargetType': 'lure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
69.4846 	EXP 	trial_fixation: autoDraw = False
69.4846 	EXP 	image: image = 'nback_stimuli/FC_003_M2.png'
69.4846 	EXP 	image: autoDraw = True
70.0366 	DATA 	Keypress: 2
71.4839 	EXP 	image: autoDraw = False
71.4839 	EXP 	trial_fixation: autoDraw = True
71.9678 	EXP 	New trial (rep=0, index=9): {'Run': 1, 'Block': 2, 'Weight': 1, 'Stimulus': 'FC_002_F1.png', 'TargetType': 'nonlure', 'CorrectResponse': 'nontarget', 'StimType': 'Face', 'BlockType': '0-Back'}
71.9918 	EXP 	trial_fixation: autoDraw = False
71.9918 	EXP 	image: image = 'nback_stimuli/FC_002_F1.png'
71.9918 	EXP 	image: autoDraw = True
72.4696 	DATA 	Keypress: 2
73.9834 	EXP 	image: autoDraw = False
73.9834 	EXP 	trial_fixation: autoDraw = True
74.4830 	EXP 	trial_fixation: autoDraw = False
74.4830 	EXP 	rest_txt: autoDraw = True
74.8359 	DATA 	Keypress: escape
78.3137 	EXP 	window1: mouseVisible = True
